PID,Arrival Time,Burst Time,Priority
508,3779,9,1
509,3790,18,1
510,3803,4,2
511,3811,5,4
512,3817,13,2
513,3826,16,1
514,3835,17,4
515,3836,18,4
516,3844,1,3
517,3846,11,1
518,3847,9,2
519,3860,16,4
520,3863,16,3
521,3868,19,4
522,3877,20,3
523,3889,22,2
524,3902,12,2
525,3905,23,3
526,3909,3,4
527,3913,10,3
528,3921,5,3
529,3928,3,4
530,3937,23,3
531,3942,8,3
532,3953,4,4
533,3964,7,2
534,3971,6,4
535,3982,6,3
536,3989,3,3
537,3991,2,4
538,3996,12,3
539,3999,13,3
540,4008,15,3
541,4014,19,3
542,4024,21,2
543,4025,16,2
544,4027,5,2
545,4034,2,4
546,4036,8,4
547,4040,9,3
548,4050,5,3
549,4053,2,4
550,4057,3,2
551,4062,11,2
552,4063,10,1
553,4067,4,3
554,4069,14,1
555,4070,7,2
556,4075,19,3
557,4079,22,4
558,4082,23,1
559,4094,7,2
560,4098,8,4
561,4106,4,4
562,4118,21,2
563,4124,9,2
564,4125,2,1
565,4136,1,1
566,4141,7,3
567,4152,20,4
568,4163,12,2
569,4167,22,4
570,4171,14,3
571,4181,20,4
572,4191,17,2
573,4203,6,1
574,4214,11,3
575,4220,13,2
576,4224,5,4
577,4233,1,2
578,4238,13,3
579,4250,4,3
580,4252,10,4
581,4261,17,2
582,4272,3,2
583,4274,21,1
584,4282,22,2
585,4284,4,2
586,4294,1,4
587,4301,9,1
588,4312,10,4
589,4314,22,3
590,4326,10,3
591,4328,12,4
592,4341,4,4
593,4352,7,3
594,4355,2,3
595,4365,10,4
596,4370,15,3
597,4378,4,4
598,4381,20,1
599,4390,4,3
600,4393,10,3
601,4403,5,2
602,4404,13,1
603,4405,5,3
604,4415,15,1
605,4422,20,1
606,4434,10,2
607,4442,14,4
608,4455,19,4
609,4468,14,2
610,4474,18,3
611,4478,3,4
612,4479,22,1
613,4492,1,2
614,4504,12,1
615,4505,18,3
616,4506,22,4
617,4513,10,2
618,4520,1,3
619,4533,20,3
620,4542,9,3
621,4554,4,3
622,4565,22,2
623,4571,9,4
624,4582,8,3
625,4590,14,3
626,4603,19,3
627,4604,3,4
628,4617,22,2
629,4626,16,3
630,4635,5,4
631,4642,21,3
632,4652,12,1
633,4664,8,3
634,4665,16,1
635,4666,11,1
636,4667,9,4
637,4680,5,3
638,4683,5,3
639,4694,13,4
640,4698,1,1
641,4711,20,3
642,4720,9,2
643,4732,10,2
644,4744,13,1
645,4750,16,1
646,4758,4,1
647,4759,2,2
648,4770,23,3
649,4778,7,4
650,4780,15,4
651,4784,19,2
652,4793,16,4
653,4806,6,2
654,4818,1,1
655,4826,4,1
656,4839,14,4
657,4842,19,1
658,4852,19,3
659,4860,3,2
660,4861,3,1
661,4872,15,3
662,4883,8,1
663,4893,8,4
664,4904,1,4
665,4916,19,3
666,4925,19,2
667,4931,15,4
668,4936,7,3
669,4942,19,3
670,4948,23,1
671,4951,7,3
672,4955,10,4
673,4961,4,2
674,4974,5,3
675,4983,13,4
676,4991,16,4
677,4995,21,2
678,5004,15,1
679,5009,23,4
680,5017,3,1
681,5024,23,4
682,5030,23,3
683,5033,10,1
684,5039,5,2
685,5046,19,1
686,5055,5,4
687,5062,14,1
688,5066,8,1
689,5078,11,2
690,5085,20,4
691,5097,3,4
692,5098,7,1
693,5110,19,1
694,5112,6,2
695,5117,20,1
696,5126,19,4
697,5134,1,3
698,5144,22,2
699,5152,12,4
700,5164,3,1
701,5165,7,2
702,5168,18,2
703,5177,6,1
704,5188,7,3
705,5191,17,4
706,5194,2,3
707,5200,11,3
708,5209,23,2
709,5217,16,3
710,5222,4,3
711,5232,2,3
712,5238,13,2
713,5239,3,2
714,5246,2,3
715,5258,6,1
716,5259,11,3
717,5271,9,1
718,5280,9,4
719,5293,4,1
720,5304,18,4
721,5317,18,2
722,5318,15,3
723,5330,7,4
724,5335,4,3
725,5338,1,4
726,5346,15,4
727,5353,15,1
728,5356,9,1
729,5364,13,2
730,5376,4,2
731,5378,22,3
732,5387,20,3
733,5389,12,2
734,5398,17,4
735,5406,22,1
736,5416,20,2
737,5428,4,3
738,5429,2,4
739,5440,20,3
740,5444,20,4
741,5454,16,2
742,5464,8,1
743,5475,11,4
744,5477,10,3
745,5484,10,2
746,5493,14,3
747,5501,16,3
748,5510,22,1
749,5523,19,2
750,5524,22,3
751,5525,15,3
752,5528,21,3
753,5537,4,3
754,5543,15,2
755,5555,19,3
756,5558,20,1
757,5562,15,4
758,5566,19,3
759,5569,12,4
760,5575,23,2
761,5578,9,4
762,5583,16,4
763,5588,23,4
764,5597,8,4
765,5598,21,3
766,5605,10,2
767,5616,16,3
768,5628,22,1
769,5639,9,2
770,5649,10,4
771,5661,13,3
772,5672,8,2
773,5682,11,4
774,5694,18,3
775,5705,18,3
776,5716,18,4
777,5718,17,4
778,5730,7,4
779,5737,18,4
780,5747,3,2
781,5755,5,4
782,5766,3,1
783,5773,18,4
784,5782,8,1
785,5786,12,1
786,5798,11,3
787,5810,11,1
788,5811,20,1
789,5812,18,2
790,5818,18,2
791,5830,8,2
792,5831,17,4
793,5835,7,3
794,5841,4,4
795,5844,9,4
796,5845,16,4
797,5848,15,2
798,5851,12,3
799,5860,16,1
800,5870,3,4
801,5873,11,1
802,5883,2,2
803,5893,12,1
804,5897,3,4
805,5903,13,4
806,5910,2,3
807,5911,9,1
808,5912,9,3
809,5920,4,2
810,5928,3,4
811,5941,20,1
812,5943,11,4
813,5956,4,1
814,5958,10,2
815,5966,14,2
816,5976,6,4
817,5986,22,3
818,5992,12,4
819,5995,11,2
820,6003,22,1
821,6011,19,4
822,6018,3,1
823,6023,16,4
824,6028,23,2
825,6035,20,2
826,6041,4,4
827,6047,21,2
828,6050,6,2
829,6060,14,2
830,6063,5,2
831,6071,16,1
832,6079,8,1
833,6087,5,3
834,6096,2,2
835,6099,11,1
836,6105,1,3
837,6109,20,2
838,6116,12,4
839,6128,17,3
840,6141,14,2
841,6150,20,1
842,6162,4,4
843,6163,7,1
844,6173,17,3
845,6175,6,1
846,6186,15,2
847,6191,14,1
848,6202,6,2
849,6206,20,2
850,6219,16,2
851,6228,13,4
852,6230,2,4
853,6231,21,2
854,6243,20,3
855,6256,18,2
856,6261,1,4
857,6269,20,4
858,6272,5,2
859,6276,8,2
860,6283,12,1
861,6295,8,4
862,6303,13,2
863,6306,20,1
864,6309,2,3
865,6318,11,2
866,6330,2,1
867,6336,10,1
868,6342,18,4
869,6343,1,4
870,6344,12,3
871,6347,1,4
872,6349,7,2
873,6350,19,4
874,6352,11,1
875,6364,1,4
876,6376,7,3
877,6385,4,1
878,6387,20,2
879,6389,7,4
880,6399,23,4
881,6405,17,2
882,6417,12,4
883,6424,22,2
884,6430,14,4
885,6435,3,4
886,6437,4,1
887,6444,19,4
888,6455,3,2
889,6459,11,3
890,6460,8,1
891,6466,10,2
892,6469,1,4
893,6478,14,3
894,6486,4,3
895,6489,23,4
896,6502,11,3
897,6515,6,2
898,6517,5,2
899,6528,12,1
900,6535,18,2
901,6547,6,4
902,6549,19,4
903,6553,3,3
904,6555,13,1
905,6565,13,4
906,6571,19,4
907,6578,17,4
908,6584,2,1
909,6596,21,1
910,6602,5,1
911,6613,13,4
912,6616,8,2
913,6623,19,2
914,6631,4,4
915,6641,17,1
916,6647,1,4
917,6658,6,3
918,6662,7,3
919,6675,7,4
920,6681,21,2
921,6682,1,1
922,6690,1,2
923,6698,5,1
924,6701,8,2
925,6713,19,4
926,6721,14,4
927,6722,16,1
928,6735,6,3
929,6738,13,2
930,6746,10,4
931,6759,19,2
932,6763,16,3
933,6771,20,2
934,6784,5,3
935,6794,13,2
936,6797,11,1
937,6808,8,2
938,6809,5,1
939,6811,10,3
940,6819,23,3
941,6832,17,3
942,6843,16,3
943,6849,3,4
944,6862,23,4
945,6875,17,2
946,6880,15,2
947,6890,23,1
948,6895,12,1
949,6902,14,4
950,6903,7,2
951,6914,7,4
952,6924,3,2
953,6925,3,1
954,6938,4,2
955,6951,21,4
956,6957,16,3
957,6963,4,4
958,6973,17,4
959,6984,2,3
960,6986,5,2
961,6998,8,4
962,7010,22,4
963,7012,12,2
964,7013,20,1
965,7024,1,2
966,7034,23,2
967,7046,1,1
968,7059,8,1
969,7069,19,4
970,7074,3,2
971,7086,23,3
972,7098,1,1
973,7102,9,1
974,7115,17,3
975,7127,7,2
976,7129,1,2
977,7138,2,1
978,7142,22,4
979,7151,9,4
980,7162,19,4
981,7165,7,4
982,7171,4,1
983,7172,3,2
984,7176,12,2
985,7182,9,1
986,7193,5,3
987,7195,5,4
988,7203,13,4
989,7212,19,3
990,7215,1,3
991,7218,11,3
992,7224,13,2
993,7226,9,1
994,7227,6,3
995,7234,19,2
996,7242,7,3
997,7245,16,1
998,7256,12,1
999,7268,6,4
1000,7277,7,4
1001,7281,5,3
1002,7291,14,4
1003,7297,14,3
1004,7300,9,3
1005,7313,8,1
1006,7315,11,1
1007,7323,2,1
1008,7335,17,4
1009,7348,14,1
1010,7358,17,1
1011,7368,6,2
1012,7376,20,1
1013,7382,20,3
1014,7390,8,1
1015,7399,2,4
1016,7405,8,3
1017,7415,1,1
1018,7420,8,1
1019,7431,5,3
1020,7437,13,4
1021,7438,8,1
1022,7445,21,1
1023,7448,1,2
1024,7450,23,4
1025,7463,15,4
1026,7465,8,2
1027,7470,18,1
1028,7472,22,3
1029,7474,11,2
1030,7476,10,4
1031,7480,14,2
1032,7493,6,4
1033,7499,6,3
1034,7505,15,4
1035,7511,14,3
1036,7517,20,2
1037,7526,10,4
1038,7536,2,2
1039,7542,23,4
1040,7543,9,3
1041,7555,1,2
1042,7556,16,1
1043,7569,18,1
1044,7581,10,4
1045,7586,2,4
1046,7588,1,2
1047,7592,1,3
1048,7599,12,3
1049,7610,18,3
1050,7616,22,4
1051,7623,8,4
1052,7634,7,1
1053,7647,23,3
1054,7653,13,3
1055,7655,6,1
1056,7659,7,4
1057,7665,2,1
1058,7672,1,1
1059,7679,4,1
1060,7688,8,4
1061,7701,13,3
1062,7712,16,4
1063,7723,2,4
1064,7725,14,2
1065,7730,20,4
1066,7740,14,3
1067,7742,13,4
1068,7751,15,1
1069,7758,1,1
1070,7767,21,2
1071,7769,5,3
1072,7774,13,2
1073,7781,8,4
1074,7791,5,2
1075,7796,20,4
1076,7798,19,4
1077,7802,16,1
1078,7812,7,3
1079,7823,18,3
1080,7835,3,2
1081,7846,5,1
1082,7848,11,1
1083,7860,9,3
1084,7872,21,3
1085,7879,10,3
1086,7886,17,3
1087,7898,18,1
1088,7899,10,2
1089,7909,5,4
1090,7921,14,4
1091,7929,22,4
1092,7936,23,4
1093,7943,16,1
1094,7948,5,3
1095,7956,9,4
1096,7960,2,4
1097,7966,3,1
1098,7974,8,3
1099,7979,9,4
1100,7984,19,3
1101,7985,21,1
1102,7993,4,1
1103,7998,19,2
1104,8007,12,1
1105,8014,17,3
1106,8018,2,3
1107,8023,22,4
1108,8033,16,1
1109,8034,6,1
1110,8044,15,3
1111,8052,8,3
1112,8061,22,4
1113,8066,17,2
1114,8076,15,4
1115,8087,17,1
1116,8095,20,3
1117,8108,5,4
1118,8116,22,3
1119,8118,21,1
1120,8128,18,4
1121,8132,11,1
1122,8140,4,2
1123,8147,6,2
1124,8157,13,3
1125,8161,19,2
1126,8168,21,4
1127,8178,21,1
1128,8179,7,2
1129,8187,10,2
1130,8200,22,3
1131,8204,21,1
1132,8211,1,1
1133,8215,1,3
1134,8218,19,3
1135,8227,12,1
1136,8229,9,2
1137,8239,4,4
1138,8250,20,2
1139,8262,11,1
1140,8265,23,3
1141,8274,21,1
1142,8283,20,2
1143,8287,11,1
1144,8291,6,3
1145,8295,18,1
1146,8298,4,3
1147,8310,8,3
1148,8323,20,1
1149,8335,2,3
1150,8342,14,3
1151,8351,9,1
1152,8359,20,4
1153,8360,4,2
1154,8362,8,1
1155,8364,2,1
1156,8365,8,3
1157,8369,12,1
1158,8378,7,1
1159,8379,9,3
1160,8382,21,3
1161,8385,23,4
1162,8398,19,4
1163,8400,19,2
1164,8413,3,1
1165,8422,8,3
1166,8427,6,3
1167,8440,15,1
1168,8444,15,4
1169,8452,21,3
1170,8463,5,4
1171,8470,1,4
1172,8479,12,4
1173,8485,10,2
1174,8490,18,1
1175,8492,15,1
1176,8499,23,2
1177,8503,19,4
1178,8514,7,3
1179,8515,21,3
1180,8517,21,2
1181,8526,10,4
1182,8529,1,2
1183,8541,9,4
1184,8543,2,1
1185,8546,13,1
1186,8550,12,1
1187,8556,17,2
1188,8560,11,3
1189,8566,4,1
1190,8572,16,3
1191,8574,7,2
1192,8575,14,1
1193,8579,21,2
1194,8589,10,1
1195,8600,5,1
1196,8603,3,3
1197,8605,12,4
1198,8617,14,3
1199,8625,5,2
1200,8627,15,4
1201,8631,4,4
1202,8637,12,1
1203,8646,1,1
1204,8651,14,2
1205,8662,21,4
1206,8668,1,4
1207,8681,3,4
1208,8690,17,2
1209,8696,15,4
1210,8697,5,2
1211,8703,3,2
1212,8707,2,4
1213,8719,7,1
1214,8728,2,1
1215,8738,7,1
1216,8746,7,1
1217,8747,6,2
1218,8759,14,2
1219,8764,5,2
1220,8770,15,2
1221,8777,20,1
1222,8779,19,2
1223,8788,19,1
1224,8790,6,2
1225,8792,4,2
1226,8793,2,1
1227,8797,9,3
1228,8807,8,1
1229,8818,8,2
1230,8821,11,2
1231,8831,8,4
1232,8835,16,4
1233,8837,13,1
1234,8838,4,1
1235,8849,16,2
1236,8852,12,2
1237,8863,9,2
1238,8869,15,4
1239,8874,6,3
1240,8876,18,4
1241,8885,6,3
1242,8895,8,2
1243,8901,9,4
1244,8904,14,3
1245,8916,17,1
1246,8920,18,3
1247,8923,4,3
1248,8936,9,4
1249,8945,9,1
1250,8947,15,3
1251,8950,19,1
1252,8958,2,3
1253,8961,16,3
1254,8974,5,2
1255,8979,7,3
1256,8991,3,2
1257,8997,19,2
1258,9009,12,2
1259,9018,7,2
1260,9031,9,2
1261,9032,19,4
1262,9038,23,2
1263,9044,12,1
1264,9045,20,4
1265,9049,16,4
1266,9057,1,4
1267,9069,16,4
1268,9082,3,2
1269,9092,12,2
1270,9098,10,4
1271,9105,18,2
1272,9111,22,3
1273,9113,13,4
1274,9121,11,3
1275,9124,10,1
1276,9131,22,3
1277,9134,1,1
1278,9146,20,1
1279,9149,6,4
1280,9161,5,2
1281,9166,8,3
1282,9172,11,2
1283,9174,23,3
1284,9182,17,2
1285,9187,10,1
1286,9196,3,3
1287,9204,9,2
1288,9210,21,4
1289,9220,5,4
1290,9225,11,2
1291,9234,3,2
1292,9245,3,3
1293,9251,10,1
1294,9259,22,1
1295,9266,23,1
1296,9275,7,1
1297,9288,5,3
1298,9291,8,1
1299,9303,21,2
1300,9306,20,1
1301,9308,6,1
1302,9315,12,1
1303,9327,1,3
1304,9331,8,4
1305,9339,2,2
1306,9352,14,2
1307,9364,9,3
1308,9375,5,1
1309,9378,19,2
1310,9390,11,1
1311,9391,6,4
1312,9403,14,3
1313,9413,1,4
1314,9423,8,1
1315,9435,10,2
1316,9441,23,4
1317,9447,2,4
1318,9460,5,4
1319,9462,12,2
1320,9473,6,1
1321,9483,20,3
1322,9493,10,3
1323,9502,4,1
1324,9506,23,2
1325,9507,2,2
1326,9508,17,4
1327,9511,21,1
1328,9521,13,2
1329,9528,15,4
1330,9532,17,1
1331,9536,17,2
1332,9546,19,2
1333,9553,3,2
1334,9560,15,3
1335,9563,21,3
1336,9573,19,4
1337,9584,4,1
1338,9594,23,4
1339,9600,7,1
1340,9608,10,3
1341,9611,8,4
1342,9617,11,2
1343,9618,21,3
1344,9627,16,4
1345,9636,8,2
1346,9640,17,4
1347,9645,5,3
1348,9656,10,2
1349,9660,21,4
1350,9666,15,4
1351,9674,9,1
1352,9685,2,2
1353,9696,13,2
1354,9701,21,1
1355,9706,16,1
1356,9713,18,4
1357,9716,5,1
1358,9729,18,2
1359,9733,20,3
1360,9735,5,3
1361,9743,9,4
1362,9745,20,4
1363,9751,8,1
1364,9763,8,2
1365,9774,4,4
1366,9785,5,2
1367,9797,18,4
1368,9805,14,1
1369,9814,18,1
1370,9819,10,4
1371,9820,16,1
1372,9826,10,2
1373,9837,12,4
1374,9846,6,4
1375,9852,16,4
1376,9864,11,3
1377,9871,7,1
1378,9873,14,1
1379,9884,6,2
1380,9897,1,3
1381,9904,12,1
1382,9916,2,2
1383,9919,2,1
1384,9924,18,3
1385,9936,15,2
1386,9947,18,2
1387,9948,4,1
1388,9949,15,4
1389,9952,7,4
1390,9959,16,1
1391,9963,12,3
1392,9975,2,4
1393,9986,17,1
1394,9989,17,2
1395,9994,13,4
1396,10002,15,1
1397,10004,4,2
1398,10013,16,1
1399,10018,10,1
1400,10030,19,3
1401,10042,8,4
1402,10051,9,4
1403,10061,22,3
1404,10065,15,1
1405,10072,14,1
1406,10081,21,1
1407,10093,10,4
1408,10101,16,1
1409,10106,5,3
1410,10116,18,3
1411,10125,12,3
1412,10133,3,4
1413,10138,23,3
1414,10139,4,4
1415,10140,1,1
1416,10152,11,2
1417,10156,21,3
1418,10165,18,1
1419,10171,14,2
1420,10173,15,1
1421,10182,1,4
1422,10194,1,1
1423,10206,14,4
1424,10213,16,4
1425,10221,23,1
1426,10226,4,1
1427,10230,17,4
1428,10240,19,2
1429,10252,6,4
1430,10262,12,3
1431,10275,8,4
1432,10276,19,4
1433,10285,10,4
1434,10291,18,4
1435,10298,8,4
1436,10301,22,4
1437,10305,19,1
1438,10314,7,1
1439,10316,7,3
1440,10317,13,2
1441,10324,8,1
1442,10332,18,1
1443,10334,10,2
1444,10338,8,2
1445,10348,9,3
1446,10361,21,2
1447,10368,3,4
1448,10377,21,2
1449,10389,7,4
1450,10401,7,3
1451,10405,2,4
1452,10408,11,2
1453,10416,2,4
1454,10422,21,3
1455,10427,15,3
1456,10433,11,1
1457,10435,23,4
1458,10442,20,2
1459,10455,13,4
1460,10467,13,2
1461,10472,23,2
1462,10476,13,4
1463,10477,12,3
1464,10488,21,4
1465,10499,16,2
1466,10512,13,2
1467,10514,14,3
1468,10522,10,1
1469,10528,6,3
1470,10530,22,4
1471,10538,18,1
1472,10544,9,3
1473,10547,8,1
1474,10549,1,4
1475,10552,5,1
1476,10562,16,1
1477,10564,6,1
1478,10574,5,4
1479,10575,20,4
1480,10576,13,3
1481,10589,7,1
1482,10592,17,1
1483,10604,2,3
1484,10617,20,4
1485,10626,23,3
1486,10629,9,3
1487,10633,14,2
1488,10643,8,4
1489,10650,15,3
1490,10661,3,3
1491,10669,17,3
1492,10679,4,4
1493,10681,17,4
1494,10688,14,4
1495,10700,18,3
1496,10703,8,2
1497,10708,7,4
1498,10713,20,4
1499,10717,2,1
1500,10722,14,1
1501,10724,23,4
1502,10726,20,2
1503,10727,21,3
1504,10736,6,1
1505,10745,6,2
1506,10750,2,3
1507,10758,1,3
1508,10762,23,2
1509,10769,1,1
1510,10773,11,2
